BUKRS,LIFNR,GJAHR,BELNR,BUZEI,BLDAT_1,XBLNR,BLART,DMBTR,BLDAT
C04  ,220234,2018,5100486841,1,,MAL1858384      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100486842,1,,MAL1847161      ,RE   ,6087.1499,20/8/2018
C04  ,220234,2018,5100486843,1,,MAL1847664      ,RE   ,9685.96,21/8/2018
C04  ,220234,2018,5100486845,1,,MAL1849321      ,RE   ,2037.15,21/8/2018
C04  ,220234,2018,5100486846,1,,MAL1848609      ,RE   ,5913,21/8/2018
C04  ,220234,2018,5100486847,1,,MAL1858198      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100486848,1,,MAL1858100      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486851,1,,MAL1850045      ,RE   ,13936.8,21/8/2018
C04  ,220234,2018,5100486852,1,,MAL1850398      ,RE   ,9685.96,21/8/2018
C04  ,220234,2018,5100486853,1,,MAL1850392      ,RE   ,6504,21/8/2018
C04  ,220234,2018,5100486855,1,,MAL1847252      ,RE   ,1952.7,20/8/2018
C04  ,220234,2018,5100486856,1,,MAL1848770      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486857,1,,MAL1848700      ,RE   ,2603.7,21/8/2018
C04  ,220234,2018,5100486858,1,,MAL1849738      ,RE   ,4362.6001,21/8/2018
C04  ,220234,2018,5100486859,1,,MAL1849102      ,RE   ,12448.5,21/8/2018
C04  ,220234,2018,5100486860,1,,MAL1858801      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100486861,1,,MAL1849617      ,RE   ,5434.9502,21/8/2018
C04  ,220234,2018,5100486862,1,,MAL1849606      ,RE   ,8225.0996,21/8/2018
C04  ,220234,2018,5100486863,1,,MAL1850089      ,RE   ,5434.9502,21/8/2018
C04  ,220234,2018,5100486864,1,,MAL1858062      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100486865,1,,MAL1848214      ,RE   ,2187,21/8/2018
C04  ,220234,2018,5100486867,1,,MAL1849491      ,RE   ,12438.15,21/8/2018
C04  ,220234,2018,5100486868,1,,MAL1847096      ,RE   ,5664.4502,20/8/2018
C04  ,220234,2018,5100486869,1,,MAL1858643      ,RE   ,3623.25,29/8/2018
C04  ,220234,2018,5100486870,1,,MAL1858935      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100486871,1,,MAL1848377      ,RE   ,9201.5996,21/8/2018
C04  ,220234,2018,5100486872,1,,MAL1858691      ,RE   ,33334.699,29/8/2018
C04  ,220234,2018,5100486873,1,,MAL1858630      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100486874,1,,MAL1847648      ,RE   ,7811.1001,21/8/2018
C04  ,220234,2018,5100486875,1,,MAL1849856      ,RE   ,33337.852,21/8/2018
C04  ,220234,2018,5100486876,1,,MAL1847924      ,RE   ,3623.25,21/8/2018
C04  ,220234,2018,5100486877,1,,MAL1848289      ,RE   ,33823.762,21/8/2018
C04  ,220234,2018,5100486878,1,,MAL1848972      ,RE   ,4591.0498,21/8/2018
C04  ,220234,2018,5100486880,1,,MAL1858585      ,RE   ,5434.9502,29/8/2018
C04  ,220234,2018,5100486881,1,,MAL1858120      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100486883,1,,MAL1849618      ,RE   ,3623.25,21/8/2018
C04  ,220234,2018,5100486884,1,,MAL1850076      ,RE   ,1952.7,21/8/2018
C04  ,220234,2018,5100486885,1,,MAL1847145      ,RE   ,3704.8501,20/8/2018
C04  ,220234,2018,5100486886,1,,MAL1857966      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100486887,1,,MAL1858684      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100486888,1,,MAL1858197      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100486889,1,,MAL1848470      ,RE   ,1626,21/8/2018
C04  ,220234,2018,5100486891,1,,MAL1849943      ,RE   ,6504,21/8/2018
C04  ,220234,2018,5100486892,1,,MAL1859331      ,RE   ,8208.1396,29/8/2018
C04  ,220234,2018,5100486893,1,,MAL1858159      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100486899,1,,MAL1857916      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100486900,1,,MAL1858912      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486901,1,,MAL1859028      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100486902,1,,MAL1858747      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100486908,1,,MAL1848684      ,RE   ,33344.102,21/8/2018
C04  ,220234,2018,5100486909,1,,MAL1848896      ,RE   ,1123.96,21/8/2018
C04  ,220234,2018,5100486912,1,,MAL1848769      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486914,1,,MAL1847681      ,RE   ,8864.25,21/8/2018
C04  ,220234,2018,5100486915,1,,MAL1849814      ,RE   ,6224.25,21/8/2018
C04  ,220234,2018,5100486916,1,,MAL1847946      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100486917,1,,MAL1847970      ,RE   ,8208.1396,21/8/2018
C04  ,220234,2018,5100486918,1,,MAL1859175      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486919,1,,MAL1850020      ,RE   ,8215.6504,21/8/2018
C04  ,220234,2018,5100486920,1,,MAL1857958      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486922,1,,MAL1859025      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100486923,1,,MAL1848644      ,RE   ,33344.102,21/8/2018
C04  ,220234,2018,5100486924,1,,MAL1858036      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486927,1,,MAL1849692      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486928,1,,MAL1849737      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100486930,1,,MAL1849343      ,RE   ,1123.96,21/8/2018
C04  ,220234,2018,5100486931,1,,MAL1849168      ,RE   ,8208.1396,21/8/2018
C04  ,220234,2018,5100486932,1,,MAL1849457      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100486933,1,,MAL1859015      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100486934,1,,MAL1859094      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100486935,1,,MAL1858563      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100486936,1,,MAL1858028      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100486937,1,,MAL1858736      ,RE   ,3623.25,29/8/2018
C04  ,220234,2018,5100486938,1,,MAL1858740      ,RE   ,1942.5,29/8/2018
C04  ,220234,2018,5100486940,1,,MAL1858752      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100486941,1,,MAL1857833      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100486942,1,,MAL1857862      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486943,1,,MAL1858647      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486944,1,,MAL1857754      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486948,1,,MAL1850094      ,RE   ,8215.6504,21/8/2018
C04  ,220234,2018,5100486949,1,,MAL1847129      ,RE   ,4506.6001,20/8/2018
C04  ,220234,2018,5100486950,1,,MAL1847051      ,RE   ,1123.96,20/8/2018
C04  ,220234,2018,5100486951,1,,MAL1849589      ,RE   ,8208.1396,21/8/2018
C04  ,220234,2018,5100486954,1,,MAL1858066      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486960,1,,MAL1859191      ,RE   ,9516,29/8/2018
C04  ,220234,2018,5100486962,1,,MAL1857896      ,RE   ,17144.551,29/8/2018
C04  ,220234,2018,5100486963,1,,MAL1858239      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100486964,1,,MAL1858727      ,RE   ,9516,29/8/2018
C04  ,220234,2018,5100486965,1,,MAL1859383      ,RE   ,9926.5498,29/8/2018
C04  ,220234,2018,5100486966,1,,MAL1858645      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100486967,1,,MAL1858142      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100486968,1,,MAL1858836      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100486969,1,,MAL1858495      ,RE   ,4591.0498,29/8/2018
C04  ,220234,2018,5100486970,1,,MAL1857983      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100486971,1,,MAL1858216      ,RE   ,3623.25,29/8/2018
C04  ,220234,2018,5100486972,1,,MAL1858219      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100486973,1,,MAL1858540      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100486975,1,,MAL1847068      ,RE   ,8648.0996,20/8/2018
C04  ,220234,2018,5100486976,1,,MAL1857944      ,RE   ,9676.9502,29/8/2018
C04  ,220234,2018,5100486978,1,,MAL1858072      ,RE   ,4591.0498,29/8/2018
C04  ,220234,2018,5100486979,1,,MAL1858640      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486981,1,,MAL1857777      ,RE   ,9676.9502,29/8/2018
C04  ,220234,2018,5100486983,1,,MAL1858255      ,RE   ,4591.0498,29/8/2018
C04  ,220234,2018,5100486984,1,,MAL1858168      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100486985,1,,MAL1848427      ,RE   ,9685.96,21/8/2018
C04  ,220234,2018,5100486986,1,,MAL1858275      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100486987,1,,MAL1859384      ,RE   ,5434.9502,29/8/2018
C04  ,220234,2018,5100486990,1,,MAL1847760      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100486991,1,,MAL1847294      ,RE   ,5557.3501,20/8/2018
C04  ,220234,2018,5100486992,1,,MAL1858467      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100486993,1,,MAL1857878      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100486995,1,,MAL1858003      ,RE   ,34560.59,29/8/2018
C04  ,220234,2018,5100486996,1,,MAL1858303      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100486998,1,,MAL1858054      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487000,1,,MAL1858059      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487001,1,,MAL1858020      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100487002,1,,MAL1857866      ,RE   ,18945.609,29/8/2018
C04  ,220234,2018,5100487004,1,,MAL1858810      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487005,1,,MAL1857946      ,RE   ,33337.852,29/8/2018
C04  ,220234,2018,5100487007,1,,MAL1858503      ,RE   ,7329,29/8/2018
C04  ,220234,2018,5100487008,1,,MAL1858407      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100487033,1,,MAL1849527      ,RE   ,8208.1396,21/8/2018
C04  ,220234,2018,5100487012,1,,MAL1857986      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100487013,1,,MAL1847707      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487015,1,,MAL1859336      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487016,1,,MAL1849287      ,RE   ,4506.6001,21/8/2018
C04  ,220234,2018,5100487017,1,,MAL1858847      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100487018,1,,MAL1859136      ,RE   ,7014.75,29/8/2018
C04  ,220234,2018,5100487019,1,,MAL1849830      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487021,1,,MAL1859222      ,RE   ,9516,29/8/2018
C04  ,220234,2018,5100487022,1,,MAL1847697      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100487023,1,,MAL1849255      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487024,1,,MAL1848848      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487025,1,,MAL1857819      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100487027,1,,MAL1857848      ,RE   ,9685.96,29/8/2018
C04  ,220234,2018,5100487028,1,,MAL1858232      ,RE   ,4506.6001,29/8/2018
C04  ,220234,2018,5100487029,1,,MAL1858008      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100487031,1,,MAL1858793      ,RE   ,8496.4502,29/8/2018
C04  ,220234,2018,5100487032,1,,MAL1858056      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100487033,1,,MAL1849467      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487034,1,,MAL1848685      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487035,1,,MAL1858931      ,RE   ,9685.96,29/8/2018
C04  ,220234,2018,5100487037,1,,MAL1857910      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100487038,1,,MAL1858690      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100487039,1,,MAL1858260      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487040,1,,MAL1848152      ,RE   ,1123.96,21/8/2018
C04  ,220234,2018,5100487041,1,,MAL1858665      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487042,1,,MAL1848742      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487044,1,,MAL1850400      ,RE   ,9685.96,21/8/2018
C04  ,220234,2018,5100487045,1,,MAL1858164      ,RE   ,8496.4502,29/8/2018
C04  ,220234,2018,5100487046,1,,MAL1847936      ,RE   ,1123.96,21/8/2018
C04  ,220234,2018,5100487047,1,,MAL1858513      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100487048,1,,MAL1847329      ,RE   ,8648.0996,20/8/2018
C04  ,220234,2018,5100487049,1,,MAL1859151      ,RE   ,9685.96,29/8/2018
C04  ,220234,2018,5100487051,1,,MAL1849769      ,RE   ,6193.0498,21/8/2018
C04  ,220234,2018,5100487052,1,,MAL1858500      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100487053,1,,MAL1849675      ,RE   ,9201.5996,21/8/2018
C04  ,220234,2018,5100487054,1,,MAL1850438      ,RE   ,8225.0996,21/8/2018
C04  ,220234,2018,5100487055,1,,MAL1859156      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100487056,1,,MAL1850056      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487057,1,,MAL1858823      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487058,1,,MAL1858591      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487059,1,,MAL1848056      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487060,1,,MAL1858842      ,RE   ,9685.96,29/8/2018
C04  ,220234,2018,5100487061,1,,MAL1850104      ,RE   ,4506.6001,21/8/2018
C04  ,220234,2018,5100487062,1,,MAL1847108      ,RE   ,8640.1396,20/8/2018
C04  ,220234,2018,5100487063,1,,MAL1858962      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100487065,1,,MAL1858483      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100487066,1,,MAL1848837      ,RE   ,6087.1499,21/8/2018
C04  ,220234,2018,5100487067,1,,MAL1858958      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487068,1,,MAL1849804      ,RE   ,8208.1396,21/8/2018
C04  ,220234,2018,5100487069,1,,MAL1849154      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487070,1,,MAL1849406      ,RE   ,1123.96,21/8/2018
C04  ,220234,2018,5100487071,1,,MAL1848104      ,RE   ,8225.0996,21/8/2018
C04  ,220234,2018,5100487072,1,,MAL1857746      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487074,1,,MAL1849554      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487075,1,,MAL1857908      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487076,1,,MAL1848504      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487077,1,,MAL1857961      ,RE   ,2187,29/8/2018
C04  ,220234,2018,5100487078,1,,MAL1858382      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100487079,1,,MAL1848435      ,RE   ,9201.5996,21/8/2018
C04  ,220234,2018,5100487080,1,,MAL1849271      ,RE   ,4743.75,21/8/2018
C04  ,220234,2018,5100487081,1,,MAL1858663      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100487082,1,,MAL1857879      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487083,1,,MAL1857840      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487084,1,,MAL1858400      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100487085,1,,MAL1858109      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100487086,1,,MAL1857932      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100487087,1,,MAL1858463      ,RE   ,33703,29/8/2018
C04  ,220234,2018,5100487089,1,,MAL1858171      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100487090,1,,MAL1857832      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487091,1,,MAL1858655      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487092,1,,MAL1849238      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487093,1,,MAL1849602      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487095,1,,MAL1850052      ,RE   ,9685.96,21/8/2018
C04  ,220234,2018,5100487096,1,,MAL1848357      ,RE   ,13936.8,21/8/2018
C04  ,220234,2018,5100487097,1,,MAL1848676      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487098,1,,MAL1848478      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100487099,1,,MAL1847872      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487100,1,,MAL1847274      ,RE   ,8648.0996,20/8/2018
C04  ,220234,2018,5100487101,1,,MAL1858264      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487102,1,,MAL1848845      ,RE   ,9926.6904,21/8/2018
C04  ,220234,2018,5100487103,1,,MAL1847723      ,RE   ,8215.6504,21/8/2018
C04  ,220234,2018,5100487104,1,,MAL1847287      ,RE   ,1123.96,20/8/2018
C04  ,220234,2018,5100487105,1,,MAL1847755      ,RE   ,8208.1396,21/8/2018
C04  ,220234,2018,5100487106,1,,MAL1858523      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487107,1,,MAL1850253      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487108,1,,MAL1858481      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487109,1,,MAL1849700      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487331,1,,MAL1849402      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487332,1,,MAL1848570      ,RE   ,9926.6904,21/8/2018
C04  ,220234,2018,5100487333,1,,MAL1847696      ,RE   ,9201.5996,21/8/2018
C04  ,220234,2018,5100487334,1,,MAL1849039      ,RE   ,8215.6504,21/8/2018
C04  ,220234,2018,5100487336,1,,MAL1858547      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487337,1,,MAL1848505      ,RE   ,7676.5498,21/8/2018
C04  ,220234,2018,5100487339,1,,MAL1848835      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100487121,1,,MAL1857749      ,RE   ,135603.44,29/8/2018
C04  ,220234,2018,5100487122,1,,MAL1849109      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487124,1,,MAL1847998      ,RE   ,8864.25,21/8/2018
C04  ,220234,2018,5100487125,1,,MAL1848629      ,RE   ,8225.0996,21/8/2018
C04  ,220234,2018,5100487126,1,,MAL1859170      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487127,1,,MAL1850418      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487128,1,,MAL1848022      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487129,1,,MAL1847137      ,RE   ,8648.0996,20/8/2018
C04  ,220234,2018,5100487130,1,,MAL1850389      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487131,1,,MAL1858424      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487132,1,,MAL1849637      ,RE   ,6224.25,21/8/2018
C04  ,220234,2018,5100487133,1,,MAL1849509      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487134,1,,MAL1858301      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487135,1,,MAL1847179      ,RE   ,8648.0996,20/8/2018
C04  ,220234,2018,5100487136,1,,MAL1849352      ,RE   ,8215.6504,21/8/2018
C04  ,220234,2018,5100487137,1,,MAL1849561      ,RE   ,12714.74,21/8/2018
C04  ,220234,2018,5100487138,1,,MAL1847774      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487139,1,,MAL1858693      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100487140,1,,MAL1858532      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100487141,1,,MAL1849310      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100487142,1,,MAL1858439      ,RE   ,10449.15,29/8/2018
C04  ,220234,2018,5100487143,1,,MAL1859271      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100487144,1,,MAL1857973      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487145,1,,MAL1850069      ,RE   ,8225.0996,21/8/2018
C04  ,220234,2018,5100487146,1,,MAL1858182      ,RE   ,3623.25,29/8/2018
C04  ,220234,2018,5100487148,1,,MAL1858246      ,RE   ,1952.7,29/8/2018
C04  ,220234,2018,5100487149,1,,MAL1850226      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487151,1,,MAL1857873      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487157,1,,MAL1850187      ,RE   ,6224.25,21/8/2018
C04  ,220234,2018,5100487158,1,,MAL1847730      ,RE   ,13936.8,21/8/2018
C04  ,220234,2018,5100487159,1,,MAL1859092      ,RE   ,9685.96,29/8/2018
C04  ,220234,2018,5100487160,1,,MAL1858282      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100487161,1,,MAL1857953      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487163,1,,MAL1849959      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487164,1,,MAL1858904      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487165,1,,MAL1850031      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487167,1,,MAL1858485      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487168,1,,MAL1848738      ,RE   ,9685.96,21/8/2018
C04  ,220234,2018,5100487169,1,,MAL1858548      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487170,1,,MAL1849777      ,RE   ,7268.1001,21/8/2018
C04  ,220234,2018,5100487171,1,,MAL1857968      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487172,1,,MAL1858047      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100487173,1,,MAL1848621      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487174,1,,MAL1849150      ,RE   ,4506.6001,21/8/2018
C04  ,220234,2018,5100487175,1,,MAL1847647      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100487177,1,,MAL1847662      ,RE   ,5152.2002,21/8/2018
C04  ,220234,2018,5100487178,1,,MAL1858295      ,RE   ,9685.96,29/8/2018
C04  ,220234,2018,5100487179,1,,MAL1857793      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487180,1,,MAL1850157      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487181,1,,MAL1847955      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487182,1,,MAL1848557      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100487183,1,,MAL1848493      ,RE   ,27786.75,21/8/2018
C04  ,220234,2018,5100487184,1,,MAL1849395      ,RE   ,5557.3501,21/8/2018
C04  ,220234,2018,5100487188,1,,MAL1849619      ,RE   ,1123.96,21/8/2018
C04  ,220234,2018,5100487189,1,,MAL1847932      ,RE   ,2398.3501,21/8/2018
C04  ,220234,2018,5100487190,1,,MAL1850334      ,RE   ,3371.8799,21/8/2018
C04  ,220234,2018,5100487191,1,,MAL1848243      ,RE   ,8640.1396,21/8/2018
C04  ,220234,2018,5100487192,1,,MAL1850051      ,RE   ,8225.0996,21/8/2018
C04  ,220234,2018,5100487193,1,,MAL1848754      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487195,1,,MAL1848735      ,RE   ,8225.0996,21/8/2018
C04  ,220234,2018,5100487196,1,,MAL1847156      ,RE   ,8640.1396,20/8/2018
C04  ,220234,2018,5100487197,1,,MAL1858251      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487198,1,,MAL1858954      ,RE   ,5557.3501,29/8/2018
C04  ,220234,2018,5100487199,1,,MAL1858501      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487300,1,,MAL1847937      ,RE   ,14153.26,21/8/2018
C04  ,220234,2018,5100487201,1,,MAL1858366      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487202,1,,MAL1849207      ,RE   ,8208.1396,21/8/2018
C04  ,220234,2018,5100487203,1,,MAL1859022      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487204,1,,MAL1847726      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487205,1,,MAL1849660      ,RE   ,8215.6504,21/8/2018
C04  ,220234,2018,5100487206,1,,MAL1858933      ,RE   ,6224.25,29/8/2018
C04  ,220234,2018,5100487207,1,,MAL1849376      ,RE   ,9685.96,21/8/2018
C04  ,220234,2018,5100487208,1,,MAL1850401      ,RE   ,9926.7002,21/8/2018
C04  ,220234,2018,5100487209,1,,MAL1858837      ,RE   ,15609.14,29/8/2018
C04  ,220234,2018,5100487210,1,,MAL1849732      ,RE   ,8648.0996,21/8/2018
C04  ,220234,2018,5100487233,1,,MAL1849951      ,RE   ,8208.1396,21/8/2018
C04  ,220234,2018,5100487212,1,,MAL1848752      ,RE   ,18672.75,21/8/2018
C04  ,220234,2018,5100487213,1,,MAL1847135      ,RE   ,8225.0996,20/8/2018
C04  ,220234,2018,5100487214,1,,MAL1858459      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487215,1,,MAL1858313      ,RE   ,8648.0996,29/8/2018
C04  ,220234,2018,5100487216,1,,MAL1847059      ,RE   ,5557.3501,20/8/2018
C04  ,220234,2018,5100487217,1,,MAL1848023      ,RE   ,13936.8,21/8/2018
C04  ,220234,2018,5100487218,1,,MAL1859181      ,RE   ,8225.0996,29/8/2018
C04  ,220234,2018,5100487220,1,,MAL1858330      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487221,1,,MAL1848955      ,RE   ,33334.699,21/8/2018
C04  ,220234,2018,5100487222,1,,MAL1858661      ,RE   ,8640.1396,29/8/2018
C04  ,220234,2018,5100487223,1,,MAL1858915      ,RE   ,8648.0996,29/8/2018
